order_id,customer_id,customer_name,email,phone,city,state,country,product_id,product_name,category,quantity,unit_price,discount,total_amount,payment_method,order_status,order_date,shipping_address,delivery_days
ORD005720,CUST2881,Mary Garcia,duncanalison@kennedy.info,9660304086,Parkerburgh,California,Holy See (Vatican City State),PROD689,Campaign Laptop,Home & Kitchen,5,44175.21,0.15,187744.64,Cash on Delivery,Returned,2024-09-19,"012 Baker Forest, New Jamiebury, MA 73638",4
ORD005721,CUST1711,Emily Roach,elizabeth22@gmail.com,501-020-5618,Lake Jennifer,Alabama,Turkmenistan,PROD695,Court Phone,Home & Kitchen,4,4023.37,0.28,11587.31,Debit Card,Returned,2024-03-07,"61195 Hamilton Circles Suite 719, Port Laurabury, MA 04633",2
ORD005722,CUST2016,Sarah Reyes,michael84@gmail.com,974.689.3756,Hannahport,Georgia,Saint Vincent and the Grenadines,PROD785,Radio Table,Beauty,3,19145.6,0.36,36759.55,UPI,Processing,2024-09-02,"69875 Taylor Wells, East Anthonyside, NV 73126",6
ORD005723,CUST2384,Ryan Boyle,wilsonallen@hotmail.com,019.163.7708,South Justinmouth,Mississippi,Brazil,PROD689,Number Laptop,Fashion,3,1965.65,0.03,5720.04,Credit Card,Shipped,2024-01-26,"135 Weaver Views, West Joshua, IL 87981",9
ORD005724,CUST1663,Lauren Robinson,meganunderwood@larson-boone.info,398.198.4857x684,Heathershire,Virginia,United Kingdom,PROD650,Project Watch,Toys,5,28568.87,0.19,115703.92,Credit Card,Shipped,2024-12-08,"9184 Jonathan Cove Suite 799, New Anthonyshire, KY 86635",4
ORD005725,CUST8522,Nicole Harrison,mgardner@gmail.com,(019)121-8104x17531,Johnbury,Maine,Latvia,PROD681,Financial Laptop,Grocery,4,31359.73,0.07,116658.2,Credit Card,Cancelled,2025-05-04,"196 Swanson Flat Suite 552, East Susan, CT 11462",8
ORD005726,CUST8072,Travis Nunez,rmorgan@norton-sullivan.com,+1-233-701-5008x5414,Andersonburgh,North Dakota,New Zealand,PROD989,Guess Bag,Books,3,9686.71,0.23,22376.3,UPI,Delivered,2024-11-14,"743 Benjamin Isle, South Michelletown, AL 16794",10
ORD005727,CUST5713,Michelle Sanders,jeff02@brown-crawford.com,(970)785-3493,South Eduardo,Oregon,Croatia,PROD693,Item Bag,Books,3,6295.89,0.26,13976.88,Cash on Delivery,Shipped,2024-08-02,"934 Paula Prairie Suite 987, Shannonmouth, DC 94005",5
ORD005728,CUST5001,Amber Sandoval,nancy49@king-carter.info,(536)779-2275,New Kaitlynbury,North Dakota,Saudi Arabia,PROD353,Party Phone,Electronics,2,32670.4,0.26,48352.19,Debit Card,Delivered,2024-09-23,"57246 Costa Junctions Apt. 880, South Martin, OR 65309",8
ORD005729,CUST3426,Toni Reid,ijones@yahoo.com,750-974-7346x56912,Kellyton,Montana,Bouvet Island (Bouvetoya),PROD305,They Watch,Beauty,3,30774.83,0.34,60934.16,Cash on Delivery,Delivered,2024-09-29,"377 Courtney Spurs Apt. 921, Hardinside, WV 35562",3
ORD005730,CUST7453,Christy Scott,savannahchavez@hotmail.com,688.282.6982,North Suzanne,Connecticut,Bahrain,PROD474,Fish Laptop,Beauty,2,34015.7,0.27,49662.92,UPI,Shipped,2024-06-10,"Unit 0200 Box 3999, DPO AP 54158",2
ORD005731,CUST9308,Stacey Bryan,markbaldwin@schwartz-jones.info,4781560145,Brianchester,Colorado,Lesotho,PROD451,Meet Table,Grocery,4,26077.35,0.18,85533.71,Net Banking,Cancelled,2025-03-24,"01766 Gardner Loop, Lunaville, ND 45003",7
ORD005732,CUST3462,Tina Mathis,hbryant@hotmail.com,001-296-947-8836x551,East Anthony,Tennessee,Estonia,PROD274,Again Phone,Sports,5,26146.07,0.02,128115.74,Credit Card,Cancelled,2025-01-28,"781 Colin Creek Apt. 336, Allenshire, MI 17494",9
ORD005733,CUST4624,Shane Moore,oross@brown.com,390.005.1365x9350,Wyattbury,South Dakota,Tonga,PROD172,Along Table,Grocery,4,45387.15,0.16,152500.82,Credit Card,Cancelled,2024-05-03,"094 Andrew Isle, New Eric, DE 30580",8
ORD005734,CUST4716,Jeff Roth,jacksonmichelle@harding.com,+1-503-858-3981x987,Colemanland,West Virginia,China,PROD673,Apply Watch,Home & Kitchen,2,1607.15,0.12,2828.58,Debit Card,Delivered,2024-05-22,"902 Graham View Suite 494, South Ericside, ME 14838",7
ORD005735,CUST3658,Jeffrey Brooks,jacksonchristopher@schaefer.biz,217.299.7014,New Lori,Kansas,Papua New Guinea,PROD549,Case Bag,Grocery,3,25631.97,0.4,46137.55,Cash on Delivery,Shipped,2024-04-20,"7552 April Island, Shannonburgh, OR 85679",6
ORD005736,CUST8037,David Ali,donnachurch@yahoo.com,+1-327-305-3983x758,East Andrewtown,Colorado,Oman,PROD573,Identify Laptop,Toys,5,37521.59,0.31,129449.49,UPI,Returned,2024-12-16,"3600 Thomas Course Suite 624, West Stephanie, IL 44272",9
ORD005737,CUST9597,Tracy Miller,richardsonshannon@yahoo.com,+1-603-703-0922x51788,East Tina,Montana,Central African Republic,PROD216,Fish Table,Books,5,42129.79,0.13,183264.59,Net Banking,Returned,2024-08-30,"5933 Diane Hollow, Nashland, SD 40233",3
ORD005738,CUST1463,Kimberly Butler,levyrebecca@yahoo.com,+1-547-489-6663x531,West Johnside,South Dakota,Cuba,PROD497,Have Table,Sports,4,39244.92,0.28,113025.37,Net Banking,Processing,2024-12-31,"8049 Peggy Brook, New Carrie, HI 91862",9
ORD005739,CUST4668,Rebecca Holder,reginacross@gmail.com,(670)246-2661,Sarafort,Louisiana,Switzerland,PROD931,Few Phone,Home & Kitchen,4,45510.92,0.36,116507.96,Debit Card,Returned,2024-11-21,"92172 Samuel Crossing, Lake Devin, KS 08755",7
ORD005740,CUST1148,Stacey Edwards,monica82@fuller.com,(385)968-0424x6288,North Jacquelineborough,Florida,Mozambique,PROD135,Never Table,Fashion,2,43719.77,0.2,69951.63,Net Banking,Returned,2024-06-17,"547 Munoz Skyway Apt. 960, South Russell, NE 08439",1
ORD005741,CUST3480,Anne Golden,hpeters@gmail.com,968-079-1821,Lake Dorothyborough,New York,Sao Tome and Principe,PROD651,Respond Watch,Home & Kitchen,2,3992.65,0.24,6068.83,Net Banking,Delivered,2024-08-18,"0002 White Stravenue, South Ericside, IL 08921",10
ORD005742,CUST2990,Diana Goodman,daniellemiller@hotmail.com,390.689.1463x2330,Lake Savannah,Virginia,Benin,PROD970,Level Laptop,Grocery,3,10545.48,0.09,28789.16,Cash on Delivery,Shipped,2024-12-19,"6543 Ashley Estates Apt. 977, Yodermouth, AZ 94952",1
ORD005743,CUST9228,Robert Harrison,michaelbell@gmail.com,7604532571,Christopherside,Vermont,Mayotte,PROD705,Quickly Watch,Books,3,13100.7,0.12,34585.85,Credit Card,Returned,2024-05-05,"USNS Jones, FPO AE 46375",6
ORD005744,CUST2325,Mary Coleman,lynnlauren@yahoo.com,(719)777-6796,Douglaschester,Illinois,Northern Mariana Islands,PROD827,Loss Laptop,Toys,2,33880.69,0.05,64373.31,Net Banking,Shipped,2025-03-31,"97241 Simmons Squares Apt. 157, Stevensview, NM 99896",2
ORD005745,CUST8346,Katherine Long,ramirezkara@shea.com,(784)839-0126x638,Jenniferside,Utah,Congo,PROD291,Whether Table,Sports,5,15242.27,0.16,64017.53,Credit Card,Processing,2024-10-31,"Unit 5503 Box 5125, DPO AE 01431",3
ORD005746,CUST4964,Lisa Davis,elizabethsingleton@smith.net,603-921-5130x415,South Cheryl,Minnesota,Martinique,PROD453,Treatment Shoes,Grocery,5,31773.68,0.09,144570.24,Debit Card,Shipped,2024-01-31,"PSC 1761, Box 0885, APO AP 13434",9
ORD005747,CUST7161,Ryan Sloan,waltersdarren@fowler.com,+1-658-087-4502,Wyattborough,Nevada,Tonga,PROD582,Any Phone,Toys,5,29019.79,0.33,97216.3,Net Banking,Shipped,2025-03-06,"93537 Manning Villages, Garrisonbury, VA 77883",4
ORD005748,CUST4780,Timothy Tate,martindevon@ibarra-miller.com,(676)317-6933x588,West Davidport,Indiana,Bosnia and Herzegovina,PROD928,Budget Laptop,Grocery,2,20703.6,0.04,39750.91,Debit Card,Returned,2024-07-30,"851 Vang Light, North Sharon, MA 07169",4
ORD005749,CUST3699,Paula Lopez,jonathanbell@hotmail.com,496-547-2472,South Eric,Rhode Island,Mali,PROD422,Produce Phone,Books,3,2115.3,0.19,5140.18,UPI,Returned,2024-08-11,"PSC 1580, Box 2543, APO AA 10507",4
ORD005750,CUST3322,Veronica Wood,lori86@macdonald.com,555.763.8087x4738,Maxwellfurt,Arkansas,Libyan Arab Jamahiriya,PROD840,Think Shoes,Grocery,5,9570.84,0.25,35890.65,Net Banking,Processing,2024-07-07,"61082 Jason Summit Suite 053, Ryantown, OK 72972",5
ORD005751,CUST9108,Daniel Conner,fgreene@gmail.com,724.674.9509x094,Huffstad,Michigan,Faroe Islands,PROD818,Official Laptop,Electronics,5,30886.77,0.06,145167.82,Net Banking,Processing,2024-05-17,"7055 Christensen Route, Lake Sherrymouth, CT 47560",2
ORD005752,CUST1365,Cynthia Johns,jameshernandez@hotmail.com,(602)283-0825,West Craig,Texas,Canada,PROD426,Later Laptop,Books,5,6921.76,0.09,31494.01,Credit Card,Cancelled,2024-06-13,"84087 Nicholas Locks, Port Erinfort, AL 08066",10
ORD005753,CUST5537,David Roth,laurafields@booker-solis.com,364.651.8581x43957,Tylerstad,Arizona,Saint Barthelemy,PROD330,Night Shoes,Toys,1,46547.95,0.37,29325.21,Net Banking,Processing,2024-09-06,"PSC 1723, Box 2122, APO AE 54051",2
ORD005754,CUST6153,Johnny Spencer,elizabeth12@hotmail.com,899-597-8212,Langborough,Alaska,Panama,PROD163,Need Table,Fashion,2,6570.11,0.26,9723.76,Debit Card,Delivered,2024-12-01,"606 Mcclain Points, Curryville, AK 79716",9
ORD005755,CUST8839,Wanda Morris,maryshort@yahoo.com,701.630.2172,Hallbury,West Virginia,Malaysia,PROD437,Whatever Shoes,Toys,2,24225.28,0.15,41182.98,Net Banking,Returned,2024-07-30,"80656 Galloway Parkway Apt. 456, New Davidmouth, FL 86403",8
ORD005756,CUST9517,Kimberly Hansen,carriewelch@wilson.com,001-643-051-7252x969,Laceyfort,South Dakota,Colombia,PROD941,Attorney Shoes,Fashion,5,17448.07,0.27,63685.46,Cash on Delivery,Delivered,2024-04-24,"04577 Jose Crossing Apt. 569, New Melissa, WY 83504",9
ORD005757,CUST5084,Daniel Deleon,maria63@hotmail.com,(743)614-9728,Lukebury,Pennsylvania,Sudan,PROD811,Choice Phone,Books,1,11858.02,0.35,7707.71,Credit Card,Returned,2024-10-09,"027 Johnson Keys, Deborahburgh, FL 83390",7
ORD005758,CUST8643,Jimmy Bailey,hwilliams@bush-miles.com,258-502-0180,East Thomas,North Carolina,Greece,PROD938,Individual Laptop,Beauty,3,42040.85,0.0,126122.55,Cash on Delivery,Returned,2024-05-08,"Unit 4281 Box 6309, DPO AA 93236",6
ORD005759,CUST8424,Jordan Morris,mason43@jones.com,001-288-227-7646x6213,Bradleyhaven,North Dakota,Rwanda,PROD436,Really Table,Fashion,5,25413.65,0.15,108008.01,Debit Card,Returned,2024-12-15,"22811 Williams Stravenue, Lake Christophermouth, OK 99333",1
ORD005760,CUST5990,Jorge Young,xwest@lambert.biz,899.010.3533x88489,Petersonton,West Virginia,Cook Islands,PROD606,How Bag,Books,4,12628.09,0.31,34853.53,Cash on Delivery,Cancelled,2024-07-14,"88047 Christian Mountains Apt. 860, Evansbury, MI 33256",6
ORD005761,CUST5161,Roberto Crawford,vhenry@gmail.com,+1-097-132-1265,Robersonmouth,Idaho,Grenada,PROD222,Create Bag,Beauty,3,11847.9,0.25,26657.77,Net Banking,Delivered,2024-08-30,"492 Morgan Dam, New Michaelside, MS 41616",10
ORD005762,CUST8224,Gregory Hendricks,donnahebert@hotmail.com,+1-202-480-1896x488,South Amanda,Nevada,Afghanistan,PROD689,Environment Watch,Home & Kitchen,5,18289.59,0.11,81388.68,Cash on Delivery,Processing,2024-05-19,"354 Matthew Streets Suite 044, Clarktown, DC 21201",8
ORD005763,CUST4662,Anna Vazquez,gravescrystal@edwards-combs.org,+1-741-745-3155x948,Butlerfurt,Iowa,Belarus,PROD727,Probably Shoes,Toys,5,38381.75,0.28,138174.3,Cash on Delivery,Processing,2025-04-25,"3942 Marsh Island Apt. 821, Santiagostad, IL 57615",1
ORD005764,CUST2026,Suzanne Christian,ahall@yahoo.com,131.089.4088x46315,Alvaradoton,Louisiana,Slovakia (Slovak Republic),PROD261,Card Laptop,Grocery,3,5785.86,0.12,15274.67,UPI,Returned,2024-03-13,"0594 Bell Club Suite 425, Port Patrick, NV 47878",10
ORD005765,CUST3764,Kenneth Thomas DVM,hernandezmegan@hotmail.com,+1-501-265-1231,Thompsonchester,Wyoming,Togo,PROD961,World Phone,Sports,2,2640.63,0.38,3274.38,Debit Card,Shipped,2024-01-30,"855 Caroline Trail Apt. 506, Turnerhaven, MI 68889",6
ORD005766,CUST7846,Nicole Gould,brandonhendrix@mendez.biz,357.541.4030x723,South Joshuatown,Texas,Turkey,PROD142,Trip Phone,Grocery,4,38936.91,0.23,119925.68,Cash on Delivery,Delivered,2024-01-31,"6837 Green Creek Apt. 855, East Alanport, AK 37440",3
ORD005767,CUST1242,Lindsay Watson,tanya57@hotmail.com,098-657-2837x6614,North Jessicaside,Montana,Malta,PROD377,Great Shoes,Books,2,15973.71,0.35,20765.82,Credit Card,Returned,2024-06-12,"USNV Conrad, FPO AE 81968",2
ORD005768,CUST5135,Carmen Hart,thorntonbrittany@gmail.com,828-625-3116x7567,East Tracy,Tennessee,Mauritania,PROD712,Remember Bag,Sports,2,31066.48,0.37,39143.76,Debit Card,Cancelled,2025-05-08,"87397 Stacy Spring, Williamsbury, IN 94689",7
ORD005769,CUST1972,Jennifer Berry,davidroberts@yahoo.com,115.258.0935x428,Harperborough,Delaware,France,PROD757,Smile Bag,Books,1,2352.53,0.06,2211.38,UPI,Processing,2024-11-18,"8755 Daniel Valley Apt. 067, Waltersland, OK 33583",2
ORD005770,CUST2141,Theresa Arnold,christinaaguilar@martinez.biz,(174)823-6786,Kleinhaven,Tennessee,Nepal,PROD468,Wife Bag,Grocery,5,14449.46,0.07,67189.99,UPI,Delivered,2025-02-04,"73941 Boyd Freeway Apt. 473, North Amandaburgh, FL 79306",3
ORD005771,CUST2890,Sherri Roach,edwardjenkins@yahoo.com,(985)548-2299x396,Angelaside,Missouri,French Polynesia,PROD269,After Shoes,Beauty,2,42287.98,0.01,83730.2,Credit Card,Returned,2025-02-04,"USNV Wilson, FPO AP 18768",1
ORD005772,CUST5890,Jeffrey Jenkins,tmccarthy@norman.info,(180)100-2062x46021,Martinborough,Maine,Libyan Arab Jamahiriya,PROD872,Down Watch,Toys,5,33464.67,0.15,142224.85,Cash on Delivery,Cancelled,2024-05-26,"7370 Martinez Stravenue, Melissabury, DC 61544",7
ORD005773,CUST6355,Anthony Boyd,warrenmichael@gmail.com,001-228-124-7826x796,Hermanbury,Florida,Slovakia (Slovak Republic),PROD344,Protect Shoes,Books,1,42374.74,0.18,34747.29,UPI,Cancelled,2025-01-22,"22229 Avila Ranch, North Pamelaville, OR 40215",6
ORD005774,CUST1355,Nancy Clark,barnescody@mason-brown.org,001-494-473-2096x70094,North Yolandafort,Hawaii,Georgia,PROD778,Work Laptop,Beauty,3,30016.83,0.34,59433.32,Net Banking,Delivered,2024-11-15,"87527 Hill Row Apt. 574, West Kellyside, IN 93021",9
ORD005775,CUST4872,Taylor Jones,ginaarmstrong@yahoo.com,+1-668-372-5602x45093,Port Travis,California,Saint Martin,PROD610,Avoid Watch,Electronics,5,18307.1,0.09,83297.31,Debit Card,Cancelled,2024-05-31,"247 Lewis Viaduct, Melindaville, IL 26758",1
ORD005776,CUST6638,Heather Mitchell,thomas21@stephens.com,(839)809-1883x16850,Annatown,Arkansas,Malta,PROD971,Still Phone,Toys,5,9018.5,0.37,28408.28,Credit Card,Cancelled,2025-03-24,"522 Heather Shoals, North Melinda, KY 78709",9
ORD005777,CUST3839,William Huff,thompsonluis@jordan-boyer.com,+1-170-702-7970x58129,Samuelchester,Alabama,Senegal,PROD748,Alone Table,Books,1,22975.07,0.04,22056.07,Debit Card,Cancelled,2025-04-20,"6965 Johnson Fall, Tammymouth, MD 24143",4
ORD005778,CUST2576,Dustin Becker,karenlewis@hotmail.com,714.452.5132x93196,East Nancy,Washington,Netherlands Antilles,PROD394,Decide Phone,Books,3,43951.62,0.26,97572.6,Debit Card,Shipped,2024-05-09,"09387 Jared Rue, Obrientown, NJ 99232",6
ORD005779,CUST5226,William Moore,lawrencekatherine@baker.org,731.692.9629x316,Lake Dustinberg,Kansas,Austria,PROD214,Enjoy Watch,Grocery,1,7980.2,0.21,6304.36,Net Banking,Cancelled,2024-06-16,"41668 Vega Burg, South Edward, NY 43915",10
ORD005780,CUST7515,Misty Rollins,campbellbrittany@jackson-ortiz.com,+1-015-194-8984x953,East Aprilborough,Rhode Island,Liechtenstein,PROD883,Look Table,Sports,1,41227.54,0.34,27210.18,Debit Card,Delivered,2024-08-18,"900 Brown Flat, North Catherinetown, NJ 22745",7
ORD005781,CUST1892,Jamie Jacobson,samuel32@yahoo.com,(867)964-1230,Port Christina,South Dakota,Slovakia (Slovak Republic),PROD249,Tonight Watch,Toys,2,37527.72,0.13,65298.23,Debit Card,Shipped,2025-01-16,"3793 Emily Haven, Moorechester, MT 73456",6
ORD005782,CUST6158,Brandon Becker,iroberts@gmail.com,+1-767-436-5213x1158,Andrewshire,Iowa,Sudan,PROD421,Group Watch,Grocery,4,23725.57,0.31,65482.57,Cash on Delivery,Processing,2024-12-01,"Unit 4240 Box 4366, DPO AP 66983",6
ORD005783,CUST2302,Marissa Dorsey,christopher93@riddle.com,4511400762,West Kristineshire,Indiana,Greenland,PROD429,Ahead Phone,Grocery,3,40021.61,0.23,92449.92,Cash on Delivery,Processing,2024-06-05,"Unit 1961 Box 8603, DPO AP 95729",4
ORD005784,CUST6601,Cynthia Sharp,hannah24@simmons-allen.com,(817)750-0633x182,Joshuabury,New York,Mongolia,PROD968,Information Bag,Toys,3,3292.58,0.09,8988.74,Credit Card,Returned,2024-02-13,"5122 Anthony Ports Apt. 248, Michaelmouth, NH 41166",7
ORD005785,CUST7861,Dennis Tanner,alexandra25@barr.org,6885406667,South Kenneth,Texas,Turkey,PROD196,Dream Phone,Fashion,4,43005.88,0.36,110095.05,Net Banking,Cancelled,2024-11-01,"08209 Brandon Stream, Adkinsmouth, FL 85938",5
ORD005786,CUST6569,Jessica Mendez,dukedeanna@hotmail.com,371.107.7009,South Bradley,Delaware,Cook Islands,PROD432,Southern Laptop,Toys,5,2494.77,0.19,10103.82,UPI,Shipped,2024-06-25,"86738 Valerie Glen, Matthewmouth, NM 57362",3
ORD005787,CUST6517,Jonathan Lewis,jessica31@hotmail.com,(920)563-2883x74066,Kellyburgh,Michigan,Netherlands Antilles,PROD885,Style Phone,Beauty,3,35456.97,0.2,85096.73,Credit Card,Processing,2024-04-13,"259 Ali Landing, Kingside, SD 11713",10
ORD005788,CUST3010,Sarah Kaufman,djackson@perry-wolfe.org,662-041-3734x6237,Boothside,Alabama,Turkmenistan,PROD570,Type Phone,Fashion,3,41825.18,0.4,75285.32,Cash on Delivery,Delivered,2024-07-27,"0202 Teresa Manor, Acostastad, RI 79220",6
ORD005789,CUST3442,Robert Bennett,linda32@gmail.com,+1-517-889-6700x7445,New Elizabethport,Maryland,Australia,PROD285,Cause Phone,Electronics,3,49438.35,0.24,112719.44,Credit Card,Cancelled,2025-01-19,"PSC 1826, Box 0137, APO AA 97413",2
ORD005790,CUST8261,Miguel Schwartz,xsmith@yahoo.com,444-797-8755x44198,New Andrewmouth,Mississippi,Mexico,PROD736,Improve Watch,Books,1,18034.9,0.21,14247.57,Credit Card,Cancelled,2024-10-27,"803 Steven Forks Suite 188, West Juliehaven, NJ 56490",1
ORD005791,CUST1866,Gregory Doyle,william90@hotmail.com,5258888467,North Cynthia,Georgia,Qatar,PROD462,Throw Shoes,Home & Kitchen,3,21334.05,0.22,49921.68,Cash on Delivery,Delivered,2024-02-07,"USCGC Simmons, FPO AE 89817",6
ORD005792,CUST6196,Alec Ramirez,sarah11@wallace.biz,808.016.5835x9694,South Russell,Idaho,France,PROD170,Ability Bag,Home & Kitchen,3,41557.8,0.27,91011.58,Debit Card,Cancelled,2024-08-22,"66522 Yu Mountains Apt. 070, Williamsfurt, OR 37207",9
ORD005793,CUST1487,Thomas Thompson,walkerbrenda@gmail.com,788.241.6949,West Elizabethbury,Kansas,Lao People's Democratic Republic,PROD855,Go Table,Electronics,5,27938.12,0.13,121530.82,Net Banking,Delivered,2025-04-19,"278 Mayo Forks, Emilyville, VT 66806",9
ORD005794,CUST6810,Jennifer Combs,jamesmccullough@yahoo.com,+1-999-532-1818,Lake Dianamouth,Missouri,Trinidad and Tobago,PROD428,Report Watch,Grocery,2,28817.99,0.19,46685.14,Net Banking,Shipped,2025-01-12,"48209 Maldonado Views, North Carmenside, IN 43345",7
ORD005795,CUST6514,Zachary Strong,dwaynekennedy@gmail.com,389.015.0828x5320,North Bethmouth,Illinois,Nigeria,PROD606,Often Phone,Electronics,2,10445.47,0.11,18592.94,Net Banking,Processing,2024-05-26,"78727 Paula Place, Thomasberg, AR 47144",8
ORD005796,CUST4068,Jennifer Ortega,melanieblankenship@yahoo.com,(204)529-0187x3377,Port Anna,Texas,Tunisia,PROD970,Deal Phone,Toys,5,36812.99,0.19,149092.61,Net Banking,Shipped,2024-04-16,"6915 Ortiz Orchard, South Mindyville, MD 75365",2
ORD005797,CUST5066,Nicholas Spears,morenomanuel@gmail.com,+1-814-510-7496x934,New Ethan,Pennsylvania,Bangladesh,PROD606,Easy Watch,Books,5,1800.4,0.13,7831.74,UPI,Cancelled,2025-01-10,"USS Blackwell, FPO AA 86015",5
ORD005798,CUST3752,Justin Freeman DDS,awhite@garcia-sanchez.com,(526)995-8506,Gonzalezton,Iowa,Madagascar,PROD130,Career Laptop,Home & Kitchen,3,33314.71,0.34,65963.13,UPI,Delivered,2025-03-14,"312 Webster Oval Suite 554, Brownhaven, ME 26066",7
ORD005799,CUST1779,Jasmine Miranda,murraychristopher@yahoo.com,746-345-8652,Port Randyfort,Virginia,Albania,PROD522,Sea Phone,Books,5,15101.01,0.38,46813.13,Credit Card,Returned,2024-08-13,"3065 Brandon Place Suite 664, Port Jamesmouth, NJ 97328",4
ORD005800,CUST6825,Jill Casey,danielsdoris@hotmail.com,(263)462-8303,New Emilymouth,Wisconsin,Tonga,PROD379,Cause Phone,Toys,3,42527.67,0.16,107169.73,Credit Card,Cancelled,2024-06-23,"808 Pierce Plains Apt. 042, Erikaberg, LA 80058",1
ORD005801,CUST7410,Harold Burns,operry@gmail.com,(927)655-8889x472,Martinezborough,Oklahoma,Liberia,PROD765,Collection Laptop,Toys,3,33524.31,0.24,76435.43,Cash on Delivery,Cancelled,2025-04-07,"3492 Smith Way, East Doris, MI 16073",8
ORD005802,CUST3995,Gina Miller PhD,wolfbrooke@fuller.net,001-235-888-1708,North Georgebury,Virginia,Anguilla,PROD479,Edge Table,Grocery,4,18200.7,0.37,45865.76,Net Banking,Shipped,2024-08-22,"16401 Thomas Hollow Apt. 379, Burnsburgh, DE 46083",6
ORD005803,CUST3555,Mark Ortiz,sherrycummings@grant-garner.net,+1-441-058-4911x86141,Howellberg,New York,Ireland,PROD874,Candidate Bag,Grocery,4,35347.95,0.24,107457.77,Net Banking,Returned,2024-07-05,"6939 Dennis Motorway, Lake Kevin, MA 40259",10
ORD005804,CUST9611,Angela Bartlett MD,dallen@yahoo.com,(501)633-8040,Michaelburgh,Arizona,Svalbard & Jan Mayen Islands,PROD323,Generation Shoes,Grocery,2,41931.43,0.14,72122.06,UPI,Cancelled,2025-01-17,"3938 Morse Extension Apt. 958, Port Douglas, NH 48662",6
ORD005805,CUST4216,Michael Hess,donna18@washington.com,655.001.1280x9748,Reginaport,Montana,Luxembourg,PROD806,Reduce Shoes,Sports,1,7404.74,0.07,6886.41,Debit Card,Shipped,2025-05-14,"0035 Adriana Loaf Apt. 066, North Steven, ME 52854",10
ORD005806,CUST9771,Adam Brown,greensydney@yahoo.com,+1-139-835-8081x1084,North Johnside,New Mexico,Luxembourg,PROD214,Individual Phone,Books,2,23330.61,0.36,29863.18,Cash on Delivery,Processing,2024-04-06,"PSC 3535, Box 9532, APO AA 80546",10
ORD005807,CUST7758,Michelle Conner DDS,johnsonlouis@hunter.com,8742586652,Colemanhaven,Maine,Afghanistan,PROD667,Claim Table,Books,1,43071.15,0.31,29719.09,Debit Card,Delivered,2024-06-01,"6334 Danielle Manor, Gardnerchester, TN 17580",9
ORD005808,CUST7242,Jason Rodriguez,davidashley@gmail.com,001-760-832-5386x974,Port Stacey,Rhode Island,Tuvalu,PROD381,Office Bag,Sports,2,30553.79,0.13,53163.59,Cash on Delivery,Processing,2024-08-16,"412 Scott Manor Suite 281, Samanthaville, KY 62744",7
ORD005809,CUST7458,Jeff Edwards,amanda61@bryant.biz,971-236-8012,Port Amandamouth,Illinois,Kenya,PROD967,Tv Watch,Beauty,5,24696.5,0.26,91377.05,Credit Card,Delivered,2024-09-12,"55138 Bradley Stream Apt. 520, Port Kennethhaven, WV 69065",7
ORD005810,CUST7242,John Johnson,erichodges@yahoo.com,101.348.8959x6648,West Connie,New Hampshire,Guinea,PROD319,Pattern Phone,Toys,3,35267.44,0.32,71945.58,UPI,Returned,2024-01-12,"8319 Mccoy Plains Suite 735, West Donnaside, HI 63331",7
ORD005811,CUST2616,Alicia Jones,chad53@yahoo.com,883.541.5586x928,Charlesburgh,Ohio,France,PROD457,He Watch,Grocery,5,25944.77,0.31,89509.46,UPI,Processing,2025-01-04,"3793 Edward Union, Lake Elizabethfort, GA 95583",5
ORD005812,CUST7460,Lynn Reed,charlescaldwell@gmail.com,921.541.1322x150,South Brittneyfurt,Nebraska,Brunei Darussalam,PROD933,Agent Laptop,Fashion,3,14034.33,0.18,34524.45,Credit Card,Shipped,2024-01-01,"PSC 8724, Box 4797, APO AA 23855",3
ORD005813,CUST7583,Stephanie Lopez,christopher46@wilson.com,652-700-0707,Justinport,California,Guinea-Bissau,PROD306,Site Bag,Beauty,2,29730.01,0.06,55892.42,Debit Card,Returned,2025-03-04,"460 James Keys, South Laurenland, PA 44697",10
ORD005814,CUST4170,Joshua Santos,torresshannon@hotmail.com,229-477-2372x2617,West Lisa,Michigan,Iraq,PROD449,Resource Bag,Books,4,3512.2,0.26,10396.11,Cash on Delivery,Delivered,2024-08-07,"5208 Nancy Underpass, Porterhaven, NJ 61857",8
ORD005815,CUST5015,Dr. Brandi Mcclure MD,shenry@hotmail.com,784-454-0297,Lake Lisa,Pennsylvania,Philippines,PROD331,Material Phone,Books,3,46325.21,0.05,132026.85,Cash on Delivery,Returned,2024-04-16,"622 Villarreal Gardens, Rodriguezland, ME 96918",9
ORD005816,CUST4985,James Ross,johnclark@yahoo.com,001-705-729-8363x173,Simmonsshire,Connecticut,Guinea-Bissau,PROD217,A Bag,Grocery,4,9021.0,0.39,22011.24,Net Banking,Returned,2024-01-20,"0463 Jeremy Port Suite 065, Floresborough, NJ 25719",8
ORD005817,CUST4102,John Lee,brooketaylor@gmail.com,+1-661-068-6114,Reeseview,Mississippi,Mongolia,PROD928,Morning Phone,Sports,3,3545.74,0.15,9041.64,UPI,Returned,2024-03-03,"95232 Dylan Isle Apt. 214, Youngton, NY 50588",1
